data,lr,encoder,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Qm_xCz_mean,train_d_H_Qm_xCz_std,train_d_H_Qp_xCz_mean,train_d_H_Qp_xCz_std,run_count
cifar10,1e-06,mlp,0.44814,0.0028918851982746513,-1.583579348232127,0.010011006289245516,0.5435377777777777,0.0026284013824301295,-1.3363033308461998,0.008179477044863305,77989.46365450804,18221.143382214803,25.411314460354173,0.657606238560372,2.12544641494751,0.018040432224597478,11.374887787212026,0.1227352685863928,14.667069398273123,0.08131173625260021,15.508651078831065,0.004158877581705324,1.362915468893268,0.3787116881866781,5
cifar10,1e-06,resnet18,0.491,0.005423559716643672,-1.4272916401174027,0.01795523135609175,0.7702844444444444,0.005295453442387538,-0.7691603740002436,0.009566998137437315,6186634.409442281,628611.6361861861,12649.028430416121,578.5012602888759,1.597929835319519,0.013585308355863109,12.127535200119018,0.02196697689983038,15.447788554971869,0.019172041195699558,15.533648974245244,0.00440160256059235,14.84119834899902,0.07728789194036197,5
cifar10,1e-05,mlp,0.49567999999999995,0.005431114066193021,-2.07678332535971,0.05538519577086279,0.9928844444444446,0.0018827613028359908,-0.11003142969912019,0.011967863965045004,740319.5081436245,55633.888969815656,30.273567845657873,0.7811765995319028,0.48094348311424256,0.033898089582885406,11.416069973598827,0.09326150548449343,14.773579868403345,0.07370030609257287,15.505291019786489,0.005288385117934267,1.5411746902899308,0.4565952554696082,5
cifar10,1e-05,resnet18,0.49162,0.006250359989632598,-2.7204869075952023,0.10929299087138362,1.0,0.0,-0.002020443739244415,0.00028462931981657085,11379669.192141805,2208545.584238066,14430.585306734938,645.3678263651052,0.021052855253219604,0.002779540583774456,12.11487082784826,0.02440886904913154,15.44915530248122,0.030138006110314173,15.534738984974947,0.0033880380953591194,14.81168646595695,0.1618644915740502,5
cifar10,0.0001,mlp,0.53318,0.003401029255975293,-2.9118174001742854,0.07214523365898513,0.9998888888888888,7.856742013181361e-05,-0.005962840212922156,0.0009187446481125281,222182.61150500123,42586.9346935762,33.626347649948215,0.883965352215895,0.04328751862049103,0.0044354571362202515,10.777962578426708,0.12978117372115974,13.934784269332885,0.11151176825884095,15.48828529661352,0.004775755006724269,0.014166504759553143,0.008306917431642483,5
cifar10,0.0001,resnet18,0.62158,0.007403850349649174,-2.8699306654173142,0.08052646949499216,0.9974488888888888,0.0014096142542124864,-0.007507698827402466,0.004059905782394422,3372495.6334738806,848475.0529919332,6361.501949158554,414.99299821189254,0.01375884674489498,0.004741035115691559,12.11020261591131,0.013601921987078065,15.444799687645652,0.01415587285123168,15.537468129938299,0.0027001907998830117,13.235006711699745,0.38402089631535274,5
cifar10,0.001,mlp,0.5457799999999999,0.0048725763205926505,-5.794680501402168,0.25959567830642916,0.9980844444444443,0.0006871663050995678,-0.006624624913667112,0.002231239058090648,9566.594985060397,741.5383372669581,179.7950450154481,10.444958436549598,0.010587685368955135,0.0025350330919355862,11.332182968746531,0.18770867707425118,14.649589146267285,0.14580503383592086,15.515594306859104,0.003070750213082909,7.659473283724351,0.437607192899015,5
cifar10,0.001,resnet18,0.8299799999999999,0.004928184249802343,-1.0987066918770807,0.051103971938762885,0.99712,0.001459798734647682,-0.008903327774470463,0.00391625631428787,150034.02498583068,20980.67474869953,48.83806328928701,6.058148701339643,0.011569357477128506,0.0026847721428361767,12.102306173064493,0.06589326747901736,15.409202231060373,0.08630910432725698,15.555328078703445,0.0005219641709549157,14.309628998149526,0.5418122631211216,5
svhn,1e-06,mlp,0.6985325752919485,0.0029921724510480804,-1.0208820706409498,0.00818530282816364,0.764711592422381,0.0027900833162458533,-0.7924853258347484,0.005366050718693974,435772.29389616085,37608.71184907935,25.681783166081505,0.6602073133186449,1.4086689472198486,0.010448301414076381,12.937152265208635,0.04149798417398812,15.612418075679809,0.031366571753286276,16.038796890613646,0.0030719354812445716,4.70295827869297,0.892394859347003,5
svhn,1e-06,resnet18,0.6980485556238476,0.01603648335792025,-0.9450141101048535,0.0444664115036112,0.8644704312083844,0.013720539974004633,-0.4797011722148773,0.04351149003665188,5034137.0214412855,816048.5638104698,13346.31041287055,1347.2000423577992,1.014075016975403,0.08212417636851158,13.16056230678115,0.03533392853072264,15.991688201963438,0.004689993530397838,16.054782873345903,0.002333225710674455,15.212970556214799,0.15231795060813008,5
svhn,1e-05,mlp,0.7951290719114936,0.002524755096945079,-1.0462255632547848,0.026747401562336605,0.994949265140829,0.0009203483312115962,-0.05748596127999285,0.0048710269455001995,1192694.7623671829,83661.47562539217,29.623330422664576,0.7829619849371754,0.23301519751548766,0.013117788934614452,12.978421917996666,0.06220827298291693,15.6796057693718,0.02845405378737668,16.03943942166114,0.003651442228880506,3.8002249272294746,0.634176878602711,5
svhn,1e-05,resnet18,0.7656499692685925,0.008305550208248339,-1.1626625019122663,0.07972120943466314,0.9999787656792707,8.307511754641282e-06,-0.0021193716992497394,0.0003347122703032489,6656373.772850548,664211.8708958806,13474.064878646546,1279.5974201011682,0.018919890373945238,0.0029446592020942216,13.189939414623172,0.008724417153028194,15.98735026869663,0.008858460601099726,16.056717965769217,0.0028582208245053527,15.106051696363346,0.1271904513333942,5
svhn,0.0001,mlp,0.8215350338045482,0.0009780182925113118,-1.5270817081653356,0.022379849027839877,0.9989352504891477,0.0002527541394788677,-0.005675562985209078,0.0012826156378271695,95300.80786484019,15404.199461282775,35.53059153704413,0.8021726390640872,0.022899824753403665,0.003978515282396137,12.349067449939344,0.22571903050904718,15.173249108661977,0.11417076386455441,16.02669250281282,0.0024755930090756516,0.08233954934764279,0.022086837363109242,5
svhn,0.0001,resnet18,0.8976183159188691,0.006304878922465287,-0.6342387553463522,0.05887682618897281,0.996220290910194,0.0030618825721748172,-0.011212878528344662,0.008705629750125937,951855.7629780477,186963.75332734143,2388.7299365401223,275.94075513827204,0.014832405559718608,0.006475573207954545,13.196333752122039,0.006954219525948897,16.024317080475562,0.004631680656348224,16.061434584625005,0.0015806737068017125,14.548853269473526,0.17472504523809188,5
svhn,0.001,mlp,0.831822372464659,0.0027815213210479308,-2.2563988237625274,0.046164945806308234,0.9979493713124328,0.0007869074633511476,-0.006816186711547906,0.0026530984091708,8394.343872422372,1336.0137237159213,255.09706243970018,27.568727689533205,0.011034129932522774,0.0015415653080856344,13.026788352256597,0.058322127982493574,15.833202447817309,0.03997527422388029,16.04756489687188,0.0008499129842473628,9.256541214432827,0.4850211771982275,5
svhn,0.001,resnet18,0.9446220036877688,0.004387187604475323,-0.37364441005843885,0.015172760075457224,0.9984134928940863,0.0010310243514583294,-0.005169515362918297,0.003090534081764156,29131.09036297194,5849.168515977354,30.560925126479486,0.8150852377992341,0.008253309084102512,0.0034863734230972613,13.193483605495718,0.01727620501294417,15.99105816183164,0.029827782154468727,16.0688123954359,0.0002773328624989518,14.844897156353147,0.27457819729778254,5
